user_id,timestamp,hour,water_ml,temperature,day,daily_total,day_of_week,is_weekend,past_hour_intake,avg_intake_so_far,time_diff,anomaly,anomaly_score
user1,2025-11-16 17:20:14.121669,17,173,21.81,8,824,6,1,228.0,164.8,281.43333333333334,-1,-0.5884643117037828
user1,2025-11-16 18:32:26.121669,18,191,24.57,8,1015,6,1,173.0,169.16666666666666,72.2,1,-0.4549951582343858
user1,2025-11-16 19:15:40.121669,19,157,21.72,8,1172,6,1,191.0,167.42857142857142,43.233333333333334,1,-0.5003270819655331
user1,2025-11-16 20:19:32.121669,20,122,20.45,8,1294,6,1,157.0,161.75,63.86666666666667,1,-0.5225105551845445
user1,2025-11-16 22:59:33.121669,22,123,21.73,8,1417,6,1,122.0,157.44444444444446,160.01666666666668,-1,-0.5586314243498651
user1,2025-11-17 09:38:32.121669,9,143,30.24,9,143,0,0,185.45870206489676,143.0,0.0,1,-0.4896688704173737
user1,2025-11-17 10:12:38.121669,10,226,29.46,9,369,0,0,143.0,184.5,34.1,1,-0.4590021970535446
user1,2025-11-17 12:21:46.121669,12,255,32.38,9,624,0,0,226.0,208.0,129.13333333333333,1,-0.517027711503326
user1,2025-11-17 14:25:44.121669,14,203,32.68,9,827,0,0,255.0,206.75,123.96666666666667,1,-0.5186031221554809
user1,2025-11-17 16:29:53.121669,16,143,29.15,9,970,0,0,203.0,194.0,124.15,1,-0.4727635859096179
user1,2025-11-17 17:27:16.121669,17,180,32.91,9,1150,0,0,143.0,191.66666666666666,57.38333333333333,1,-0.5068419322151562
user1,2025-11-17 20:27:36.121669,20,126,29.88,9,1276,0,0,180.0,182.28571428571428,180.33333333333334,1,-0.5124114669409213
user1,2025-11-17 21:43:45.121669,21,150,33.19,9,1426,0,0,126.0,178.25,76.15,1,-0.5320088688631393
user1,2025-11-18 06:48:58.121669,6,162,29.41,10,162,1,0,185.45870206489676,162.0,0.0,1,-0.47858886141685414
user1,2025-11-18 08:06:14.121669,8,148,28.03,10,310,1,0,162.0,155.0,77.26666666666667,1,-0.4374021233760626
user1,2025-11-18 09:30:00.121669,9,209,30.12,10,519,1,0,148.0,173.0,83.76666666666667,1,-0.44726851622351554
user1,2025-11-18 10:57:30.121669,10,174,27.02,10,693,1,0,209.0,173.25,87.5,1,-0.4230864976158762
user1,2025-11-18 11:17:41.121669,11,296,29.3,10,989,1,0,174.0,197.8,20.183333333333334,1,-0.4942737630085047
user1,2025-11-18 12:11:07.121669,12,244,28.87,10,1233,1,0,296.0,205.5,53.43333333333333,1,-0.42536702816197736
user1,2025-11-18 13:28:33.121669,13,138,28.0,10,1371,1,0,244.0,195.85714285714286,77.43333333333334,1,-0.4580840669737811
user1,2025-11-18 14:20:08.121669,14,164,26.05,10,1535,1,0,138.0,191.875,51.583333333333336,1,-0.43928776415295756
user1,2025-11-18 15:38:40.121669,15,246,26.1,10,1781,1,0,164.0,197.88888888888889,78.53333333333333,1,-0.43918793157029506
user1,2025-11-18 17:20:36.121669,17,178,28.74,10,1959,1,0,246.0,195.9,101.93333333333334,1,-0.4389966601536893
user1,2025-11-18 18:11:21.121669,18,180,30.69,10,2139,1,0,178.0,194.45454545454547,50.75,1,-0.46640389982074376
user1,2025-11-18 19:20:47.121669,19,187,31.59,10,2326,1,0,180.0,193.83333333333334,69.43333333333334,1,-0.48516601596865483
user1,2025-11-18 20:35:37.121669,20,94,29.52,10,2420,1,0,187.0,186.15384615384616,74.83333333333333,1,-0.5041764260317286
user1,2025-11-18 21:03:12.121669,21,133,29.08,10,2553,1,0,94.0,182.35714285714286,27.583333333333332,1,-0.4893928399413183
user1,2025-11-18 22:44:11.121669,22,109,30.77,10,2662,1,0,133.0,177.46666666666667,100.98333333333333,-1,-0.551459974730903
user1,2025-11-19 07:18:28.121669,7,130,27.68,11,130,2,0,185.45870206489676,130.0,0.0,1,-0.46881595759144323
user1,2025-11-19 09:54:47.121669,9,162,26.18,11,292,2,0,130.0,146.0,156.31666666666666,1,-0.4753603698499655
user1,2025-11-19 11:19:53.121669,11,228,28.46,11,520,2,0,162.0,173.33333333333334,85.1,1,-0.4378779421823845
user1,2025-11-19 13:33:45.121669,13,153,27.11,11,673,2,0,228.0,168.25,133.86666666666667,1,-0.4692269705785982
user1,2025-11-19 14:19:08.121669,14,201,24.06,11,874,2,0,153.0,174.8,45.38333333333333,1,-0.4386849372340997
user1,2025-11-19 15:18:13.121669,15,169,27.88,11,1043,2,0,201.0,173.83333333333334,59.083333333333336,1,-0.4249601314055395
user1,2025-11-19 17:43:25.121669,17,179,26.48,11,1222,2,0,169.0,174.57142857142858,145.2,1,-0.46557801606216487
user1,2025-11-19 20:14:45.121669,20,89,25.98,11,1311,2,0,179.0,163.875,151.33333333333334,1,-0.5300873552901644
user1,2025-11-19 22:18:54.121669,22,130,25.31,11,1441,2,0,89.0,160.11111111111111,124.15,1,-0.48710722105922577
user1,2025-11-20 08:51:46.121669,8,105,29.69,12,105,3,0,185.45870206489676,105.0,0.0,1,-0.5331891122271754
user1,2025-11-20 10:51:41.121669,10,354,30.11,12,459,3,0,105.0,229.5,119.91666666666667,-1,-0.5632803388579065
user1,2025-11-20 12:11:13.121669,12,302,32.08,12,761,3,0,354.0,253.66666666666666,79.53333333333333,1,-0.507508781500624
user1,2025-11-20 13:14:08.121669,13,243,28.14,12,1004,3,0,302.0,251.0,62.916666666666664,1,-0.42125703981962664
user1,2025-11-20 14:28:48.121669,14,259,29.83,12,1263,3,0,243.0,252.6,74.66666666666667,1,-0.4409305964748496
user1,2025-11-20 16:24:28.121669,16,134,28.1,12,1397,3,0,259.0,232.83333333333334,115.66666666666667,1,-0.45724582649264267
user1,2025-11-20 17:33:29.121669,17,136,27.77,12,1533,3,0,134.0,219.0,69.01666666666667,1,-0.4349193504576227
user1,2025-11-20 18:42:13.121669,18,253,30.12,12,1786,3,0,136.0,223.25,68.73333333333333,1,-0.4622599242039605
user1,2025-11-20 19:41:04.121669,19,230,32.52,12,2016,3,0,253.0,224.0,58.85,1,-0.5077624543801594
user1,2025-11-21 07:34:46.121669,7,156,29.43,13,156,4,0,185.45870206489676,156.0,0.0,1,-0.46232165102318873
user1,2025-11-21 08:01:16.121669,8,161,27.54,13,317,4,0,156.0,158.5,26.5,1,-0.4421729721683747
user1,2025-11-21 10:50:37.121669,10,205,26.77,13,522,4,0,161.0,174.0,169.35,1,-0.4686529007261499
user1,2025-11-21 11:38:07.121669,11,233,30.25,13,755,4,0,205.0,188.75,47.5,1,-0.4544487716666684
user1,2025-11-21 12:48:40.121669,12,274,29.44,13,1029,4,0,233.0,205.8,70.55,1,-0.4421596521364523
user1,2025-11-21 16:11:53.121669,16,124,25.34,13,1153,4,0,274.0,192.16666666666666,203.21666666666667,1,-0.515321151487748
user1,2025-11-21 17:01:59.121669,17,226,30.08,13,1379,4,0,124.0,197.0,50.1,1,-0.4428499422864773
user1,2025-11-21 18:53:44.121669,18,231,28.86,13,1610,4,0,226.0,201.25,111.75,1,-0.4578147881915498
user1,2025-11-21 20:57:48.121669,20,80,24.81,13,1690,4,0,231.0,187.77777777777777,124.06666666666666,1,-0.5206573501505477
user1,2025-11-21 21:55:01.121669,21,131,29.01,13,1821,4,0,80.0,182.1,57.21666666666667,1,-0.4492382683383697
user1,2025-11-22 06:29:11.121669,6,178,27.84,14,178,5,1,185.45870206489676,178.0,0.0,1,-0.46679948297637874
user1,2025-11-22 07:25:58.121669,7,127,24.42,14,305,5,1,178.0,152.5,56.78333333333333,1,-0.4617944485496518
user1,2025-11-22 08:39:52.121669,8,106,26.04,14,411,5,1,127.0,137.0,73.9,1,-0.4763296887213626
user1,2025-11-22 10:41:10.121669,10,255,22.32,14,666,5,1,106.0,166.5,121.3,1,-0.499923976895724
user1,2025-11-22 11:57:32.121669,11,293,26.26,14,959,5,1,255.0,191.8,76.36666666666666,1,-0.46833556135506466
user1,2025-11-22 12:18:24.121669,12,241,26.15,14,1200,5,1,293.0,200.0,20.866666666666667,1,-0.44972387596456354
user1,2025-11-22 13:13:55.121669,13,229,22.56,14,1429,5,1,241.0,204.14285714285714,55.516666666666666,1,-0.4475997929107696
user1,2025-11-22 15:00:30.121669,15,293,24.23,14,1722,5,1,229.0,215.25,106.58333333333333,1,-0.4946412198026194
user1,2025-11-22 17:42:23.121669,17,146,24.17,14,1868,5,1,293.0,207.55555555555554,161.88333333333333,1,-0.48630292839320305
user1,2025-11-22 18:01:56.121669,18,229,23.25,14,2097,5,1,146.0,209.7,19.55,1,-0.4871604755441519
user1,2025-11-22 19:20:53.121669,19,188,22.6,14,2285,5,1,229.0,207.72727272727272,78.95,1,-0.47361886974436324
user1,2025-11-22 20:47:01.121669,20,144,23.06,14,2429,5,1,188.0,202.41666666666666,86.13333333333334,1,-0.4735821326024961
user1,2025-11-22 21:56:49.121669,21,105,27.48,14,2534,5,1,144.0,194.92307692307693,69.8,1,-0.48600818890206354
user1,2025-11-23 06:19:50.121669,6,219,31.64,15,219,6,1,185.45870206489676,219.0,0.0,-1,-0.5414324233835935
user1,2025-11-23 08:23:44.121669,8,108,29.4,15,327,6,1,219.0,163.5,123.9,1,-0.5259187491798462
user1,2025-11-23 10:12:35.121669,10,371,32.33,15,698,6,1,108.0,232.66666666666666,108.85,-1,-0.5857438614662384
user1,2025-11-23 11:47:39.121669,11,281,30.76,15,979,6,1,371.0,244.75,95.06666666666666,1,-0.4675945997342994
user1,2025-11-23 12:30:05.121669,12,185,29.5,15,1164,6,1,281.0,232.8,42.43333333333333,1,-0.44029316114798256
user1,2025-11-23 13:43:45.121669,13,321,33.55,15,1485,6,1,185.0,247.5,73.66666666666667,-1,-0.5414425450431046
user1,2025-11-23 14:08:36.121669,14,272,33.28,15,1757,6,1,321.0,251.0,24.85,-1,-0.5406555422953294
user1,2025-11-23 15:12:51.121669,15,174,29.07,15,1931,6,1,272.0,241.375,64.25,1,-0.45051563849836357
user1,2025-11-23 16:47:00.121669,16,206,32.51,15,2137,6,1,174.0,237.44444444444446,94.15,1,-0.5035895817482581
user1,2025-11-23 17:24:29.121669,17,194,27.88,15,2331,6,1,206.0,233.1,37.483333333333334,1,-0.46963798265216666
user1,2025-11-23 18:33:59.121669,18,175,30.37,15,2506,6,1,194.0,227.8181818181818,69.5,1,-0.48101962349840494
user1,2025-11-23 19:47:30.121669,19,159,32.53,15,2665,6,1,175.0,222.08333333333334,73.51666666666667,1,-0.5339638173460446
user1,2025-11-23 20:22:17.121669,20,146,32.87,15,2811,6,1,159.0,216.23076923076923,34.78333333333333,-1,-0.5769286074230848
user1,2025-11-23 21:32:13.121669,21,144,30.85,15,2955,6,1,146.0,211.07142857142858,69.93333333333334,1,-0.5355262648485967
user1,2025-11-23 22:58:36.121669,22,95,30.12,15,3050,6,1,144.0,203.33333333333334,86.38333333333334,-1,-0.5862540703462911
user1,2025-11-24 06:35:10.121669,6,167,23.2,16,167,0,0,185.45870206489676,167.0,0.0,1,-0.4920493594450519
user1,2025-11-24 07:55:01.121669,7,137,23.39,16,304,0,0,167.0,152.0,79.85,1,-0.46531156567106036
user1,2025-11-24 08:03:34.121669,8,108,24.63,16,412,0,0,137.0,137.33333333333334,8.55,1,-0.49006927645523474
user1,2025-11-24 10:20:59.121669,10,264,24.21,16,676,0,0,108.0,169.0,137.41666666666666,1,-0.5000702296678443
user1,2025-11-24 11:35:48.121669,11,200,23.03,16,876,0,0,264.0,175.2,74.81666666666666,1,-0.43763298882728113
user1,2025-11-24 12:40:49.121669,12,240,24.29,16,1116,0,0,200.0,186.0,65.01666666666667,1,-0.4287319734097779
user1,2025-11-24 18:20:27.121669,18,224,23.39,16,1340,0,0,240.0,191.42857142857142,339.6333333333333,-1,-0.5807602834644144
user1,2025-11-24 19:21:47.121669,19,250,27.83,16,1590,0,0,224.0,198.75,61.333333333333336,1,-0.45920448989744445
user1,2025-11-24 22:22:44.121669,22,131,25.76,16,1721,0,0,250.0,191.22222222222223,180.95,1,-0.502624983129399
user1,2025-11-25 06:16:44.121669,6,192,30.69,17,192,1,0,185.45870206489676,192.0,0.0,1,-0.5063346165292809
user1,2025-11-25 07:30:35.121669,7,154,30.77,17,346,1,0,192.0,173.0,73.85,1,-0.46751874350597694
user1,2025-11-25 08:37:00.121669,8,113,27.96,17,459,1,0,154.0,153.0,66.41666666666667,1,-0.4619938786120179
user1,2025-11-25 09:41:27.121669,9,178,30.15,17,637,1,0,113.0,159.25,64.45,1,-0.4348394979811249
user1,2025-11-25 10:52:03.121669,10,217,28.78,17,854,1,0,178.0,170.8,70.6,1,-0.4338268321137211
user1,2025-11-25 11:47:46.121669,11,201,32.33,17,1055,1,0,217.0,175.83333333333334,55.71666666666667,1,-0.4814300043369402
user1,2025-11-25 12:13:32.121669,12,256,32.11,17,1311,1,0,201.0,187.28571428571428,25.766666666666666,1,-0.5077935366719574
user1,2025-11-25 14:25:05.121669,14,218,29.84,17,1529,1,0,256.0,191.125,131.55,1,-0.4643954776850845
user1,2025-11-25 15:14:33.121669,15,165,29.3,17,1694,1,0,218.0,188.22222222222223,49.46666666666667,1,-0.43591899949580837
user1,2025-11-25 16:40:55.121669,16,251,30.59,17,1945,1,0,165.0,194.5,86.36666666666666,1,-0.4656821768799543
user1,2025-11-25 17:12:53.121669,17,209,27.08,17,2154,1,0,251.0,195.8181818181818,31.966666666666665,1,-0.4511587816489507
user1,2025-11-25 18:38:50.121669,18,127,27.02,17,2281,1,0,209.0,190.08333333333334,85.95,1,-0.45520373443578643
user1,2025-11-25 19:51:36.121669,19,232,27.66,17,2513,1,0,127.0,193.30769230769232,72.76666666666667,1,-0.4898996767990333
user1,2025-11-25 20:54:09.121669,20,127,30.64,17,2640,1,0,232.0,188.57142857142858,62.55,1,-0.5045965751185594
user1,2025-11-25 22:28:28.121669,22,156,31.0,17,2796,1,0,127.0,186.4,94.31666666666666,-1,-0.5477115797333394
user1,2025-11-26 06:09:07.121669,6,151,26.91,18,151,2,0,185.45870206489676,151.0,0.0,1,-0.4615358470892411
user1,2025-11-26 07:05:15.121669,7,186,29.8,18,337,2,0,151.0,168.5,56.13333333333333,1,-0.4568586332881931
user1,2025-11-26 10:35:15.121669,10,214,26.44,18,551,2,0,186.0,183.66666666666666,210.0,1,-0.5143543209628687
user1,2025-11-26 11:08:01.121669,11,218,28.4,18,769,2,0,214.0,192.25,32.766666666666666,1,-0.4396476686669756
user1,2025-11-26 12:06:42.121669,12,219,25.49,18,988,2,0,218.0,197.6,58.68333333333333,1,-0.4141239929915981
user1,2025-11-26 13:08:17.121669,13,228,27.67,18,1216,2,0,219.0,202.66666666666666,61.583333333333336,1,-0.4167648448410865
user1,2025-11-26 15:20:21.121669,15,150,29.86,18,1366,2,0,228.0,195.14285714285714,132.06666666666666,1,-0.47661701849820565
user1,2025-11-26 18:51:13.121669,18,244,27.09,18,1610,2,0,150.0,201.25,210.86666666666667,1,-0.5101380643051706
user1,2025-11-26 19:52:28.121669,19,116,28.06,18,1726,2,0,244.0,191.77777777777777,61.25,1,-0.4472742297274691
user1,2025-11-26 20:35:22.121669,20,120,28.47,18,1846,2,0,116.0,184.6,42.9,1,-0.4549634075794421
user1,2025-11-26 21:53:51.121669,21,140,30.03,18,1986,2,0,120.0,180.54545454545453,78.48333333333333,1,-0.4602118274590382
user1,2025-11-26 22:45:07.121669,22,143,27.59,18,2129,2,0,140.0,177.41666666666666,51.266666666666666,1,-0.47418394781265044
user1,2025-11-27 06:32:54.121669,6,193,27.5,19,193,3,0,185.45870206489676,193.0,0.0,1,-0.4802610409420803
user1,2025-11-27 07:23:22.121669,7,144,26.32,19,337,3,0,193.0,168.5,50.46666666666667,1,-0.44510855580343184
user1,2025-11-27 09:19:24.121669,9,162,28.34,19,499,3,0,144.0,166.33333333333334,116.03333333333333,1,-0.45145230522982954
user1,2025-11-27 10:34:18.121669,10,182,25.07,19,681,3,0,162.0,170.25,74.9,1,-0.42266102114433485
user1,2025-11-27 12:40:39.121669,12,295,25.47,19,976,3,0,182.0,195.2,126.35,1,-0.5033293100935385
